Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc,transaction_id,transaction_timestamp,merchant_id,merchant_category,city,country,payment_channel,transaction_status,risk_score,is_fraud,ingestion_date,source_system,batch_id
765814017,Blue,200,1,115,2023-02-12,Week-27,Q1,2023,11957.52,1917.98,29927.98,95,0.491,Chip,Travel,457.1,0,TXN1018473,2023-05-07 08:28:00,7658,Travel,Hyderabad,India,POS,SUCCESS,0.17,0,2026-02-01,CARD_SYS,1209
790633612,Blue,445,0,100,2023-01-15,Week-41,Q2,2023,2335.42,58.3,1249.87,10,0.61,Online,Entertainment,4941.59,0,TXN1034350,2023-07-02 03:40:00,8734,Entertainment,Bangalore,India,ONLINE,SUCCESS,0.05,0,2026-02-01,CARD_SYS,1707
720088465,Platinum,445,0,129,2023-02-19,Week-45,Q1,2023,9185.13,938.2,34237.35,249,0.179,Swipe,Fuel,2656.96,0,TXN1046553,2023-01-17 04:39:00,6787,Fuel,Mumbai,India,POS,SUCCESS,0.04,0,2026-02-01,CARD_SYS,1614
755540559,Blue,0,0,122,2023-09-17,Week-44,Q1,2023,7787.49,4064.31,36057.11,190,0.676,Online,Travel,5593.27,0,TXN1030658,2023-06-25 16:56:00,5998,Travel,Chennai,India,POS,SUCCESS,0.42,0,2026-02-01,CARD_SYS,1449
762906336,Blue,200,1,115,2023-07-09,Week-4,Q1,2023,8601.35,562.14,37011.42,269,0.332,Swipe,Entertainment,7253.06,0,TXN1011212,2023-05-04 20:50:00,7685,Entertainment,Mumbai,India,ONLINE,SUCCESS,0.37,0,2026-02-01,CARD_SYS,1922
710899822,Blue,995,0,140,2023-12-10,Week-14,Q4,2023,10925.65,1396.82,36375.72,123,0.846,Online,Entertainment,6333.0,0,TXN1028193,2023-02-21 17:41:00,9345,Entertainment,Chennai,India,ATM,SUCCESS,0.38,0,2026-02-01,CARD_SYS,1968
739627361,Blue,995,1,57,2023-10-29,Week-33,Q4,2023,14607.23,808.78,35594.1,74,0.671,Chip,Grocery,5422.93,0,TXN1007442,2023-04-15 15:30:00,5360,Grocery,Mumbai,India,ONLINE,SUCCESS,0.68,0,2026-02-01,CARD_SYS,1427
733320556,Blue,200,0,57,2023-08-06,Week-42,Q4,2023,4076.7,1830.97,16109.22,138,0.643,Swipe,Travel,6862.88,0,TXN1045146,2023-02-22 08:10:00,7417,Travel,Mumbai,India,POS,SUCCESS,0.17,0,2026-02-01,CARD_SYS,1682
711690251,Blue,445,1,56,2023-09-03,Week-14,Q2,2023,3523.39,65.77,1230.09,260,0.854,Swipe,Travel,2164.56,0,TXN1010546,2023-09-25 09:52:00,6578,Travel,Bangalore,India,POS,SUCCESS,0.09,0,2026-02-01,CARD_SYS,1354
713016005,Silver,445,1,113,2023-02-26,Week-4,Q3,2023,7215.81,2779.3,47915.29,133,0.617,Swipe,Fuel,1776.24,0,TXN1037765,2023-10-14 07:27:00,7035,Fuel,Chennai,India,ONLINE,SUCCESS,0.65,0,2026-02-01,CARD_SYS,1629
717174207,Blue,995,1,108,2023-06-18,Week-47,Q1,2023,14524.93,3184.32,42648.87,228,0.905,Online,Electronics,4282.65,0,TXN1048309,2023-09-25 00:37:00,6322,Electronics,Mumbai,India,POS,SUCCESS,0.92,0,2026-02-01,CARD_SYS,1539
720971497,Silver,995,1,149,2023-02-19,Week-8,Q3,2023,10075.4,3926.76,9420.27,167,0.008,Online,Grocery,7499.14,0,TXN1033385,2023-11-11 07:21:00,8556,Grocery,Delhi,India,POS,SUCCESS,0.46,0,2026-02-01,CARD_SYS,1379
759691672,Blue,200,1,84,2023-10-22,Week-20,Q2,2023,4303.77,963.59,16198.87,166,0.557,Chip,Entertainment,673.92,0,TXN1026903,2023-06-01 00:05:00,8799,Entertainment,Mumbai,India,ONLINE,SUCCESS,0.3,0,2026-02-01,CARD_SYS,1227
799845133,Blue,200,1,111,2023-03-26,Week-41,Q4,2023,12559.6,3828.32,35305.24,89,0.031,Online,Electronics,3102.06,0,TXN1017679,2023-02-09 02:28:00,9262,Electronics,Mumbai,India,ONLINE,SUCCESS,0.06,0,2026-02-01,CARD_SYS,1435
708140070,Gold,200,1,148,2023-09-24,Week-48,Q3,2023,7427.97,3187.43,28703.94,35,0.936,Online,Fuel,4847.81,0,TXN1041333,2023-01-11 02:27:00,7353,Fuel,Mumbai,India,POS,SUCCESS,0.45,0,2026-02-01,CARD_SYS,1332
725998054,Blue,0,1,117,2023-04-16,Week-28,Q1,2023,14001.02,2903.09,41834.09,298,0.556,Chip,Travel,1285.36,1,TXN1010802,2023-09-02 22:56:00,7955,Travel,Hyderabad,India,POS,SUCCESS,0.39,0,2026-02-01,CARD_SYS,1130
795511269,Blue,995,1,119,2023-09-24,Week-13,Q2,2023,9760.96,1922.1,30449.58,76,0.517,Online,Entertainment,1700.17,1,TXN1022955,2023-08-16 22:39:00,9864,Entertainment,Bangalore,India,ONLINE,SUCCESS,0.04,0,2026-02-01,CARD_SYS,1711
727783020,Blue,995,1,105,2023-10-15,Week-27,Q2,2023,12676.74,1041.48,24921.72,227,0.065,Online,Food,5357.08,0,TXN1043477,2023-10-26 18:46:00,8982,Food,Bangalore,India,ATM,SUCCESS,0.69,0,2026-02-01,CARD_SYS,1990
717916477,Blue,995,1,84,2023-05-07,Week-31,Q3,2023,14611.29,732.16,5714.74,185,0.981,Online,Food,7353.92,0,TXN1041614,2023-04-21 00:38:00,8834,Food,Mumbai,India,ONLINE,SUCCESS,0.61,0,2026-02-01,CARD_SYS,1130
735966581,Blue,0,1,121,2023-09-10,Week-42,Q2,2023,8073.38,1931.29,40562.16,139,0.927,Swipe,Food,4275.12,0,TXN1001246,2023-02-10 19:42:00,8767,Food,Hyderabad,India,ONLINE,SUCCESS,0.53,0,2026-02-01,CARD_SYS,1379
700506212,Silver,995,1,133,2023-04-30,Week-17,Q2,2023,9365.26,3474.52,36766.3,200,0.891,Swipe,Entertainment,6051.87,0,TXN1035241,2023-10-24 21:46:00,7988,Entertainment,Mumbai,India,ONLINE,SUCCESS,0.98,0,2026-02-01,CARD_SYS,1216
772631041,Gold,0,1,90,2023-08-20,Week-14,Q3,2023,12163.63,4036.02,48931.59,210,0.144,Swipe,Entertainment,5260.36,0,TXN1017687,2023-12-19 13:42:00,8308,Entertainment,Chennai,India,ATM,SUCCESS,0.23,0,2026-02-01,CARD_SYS,1969
791020031,Blue,995,1,70,2023-06-11,Week-46,Q3,2023,9004.6,1715.93,45926.62,131,0.264,Chip,Food,3781.21,0,TXN1015241,2023-01-08 15:41:00,6099,Food,Hyderabad,India,ATM,SUCCESS,0.44,0,2026-02-01,CARD_SYS,1810
713550555,Blue,445,0,100,2023-09-03,Week-12,Q2,2023,4943.78,636.7,4546.34,16,0.358,Online,Fuel,216.69,0,TXN1027614,2023-08-18 18:47:00,6256,Fuel,Hyderabad,India,POS,SUCCESS,0.83,1,2026-02-01,CARD_SYS,1444
722826747,Blue,995,1,72,2023-08-27,Week-28,Q4,2023,5236.77,3058.85,28435.78,164,0.348,Swipe,Fuel,501.63,0,TXN1003638,2023-07-17 03:04:00,5838,Fuel,Bangalore,India,ONLINE,SUCCESS,0.06,0,2026-02-01,CARD_SYS,1856
778886326,Blue,445,1,64,2023-05-14,Week-52,Q2,2023,13399.8,3241.84,43901.73,240,0.089,Online,Electronics,719.66,0,TXN1037824,2023-01-08 01:18:00,7068,Electronics,Bangalore,India,ONLINE,SUCCESS,0.94,0,2026-02-01,CARD_SYS,1987
744860239,Platinum,200,1,116,2023-01-29,Week-18,Q4,2023,11365.54,3891.82,31116.25,14,0.021,Swipe,Entertainment,3136.44,0,TXN1013209,2023-10-29 11:07:00,6863,Entertainment,Delhi,India,ATM,SUCCESS,0.45,0,2026-02-01,CARD_SYS,1516
749956599,Blue,0,1,96,2023-01-15,Week-44,Q4,2023,9101.4,1022.5,38951.43,188,0.617,Swipe,Fuel,4246.77,0,TXN1033230,2023-02-17 10:21:00,5897,Fuel,Mumbai,India,POS,SUCCESS,0.58,0,2026-02-01,CARD_SYS,1582
772627384,Blue,200,1,80,2023-08-27,Week-11,Q2,2023,8537.54,2968.1,13734.43,242,0.308,Online,Entertainment,2578.45,0,TXN1038614,2023-07-25 22:44:00,8827,Entertainment,Mumbai,India,ONLINE,REVERSED,0.43,0,2026-02-01,CARD_SYS,1796
789902368,Gold,0,1,131,2023-05-28,Week-51,Q3,2023,9232.05,3381.91,14561.06,276,0.299,Online,Food,1048.9,0,TXN1014286,2023-05-17 02:24:00,5842,Food,Bangalore,India,ONLINE,SUCCESS,0.83,0,2026-02-01,CARD_SYS,1110
707872789,Blue,445,1,65,2023-03-19,Week-32,Q1,2023,12588.86,404.35,18866.81,168,0.508,Online,Travel,114.75,0,TXN1019487,2023-01-29 14:18:00,8001,Travel,Chennai,India,ONLINE,SUCCESS,0.07,0,2026-02-01,CARD_SYS,1796
709357832,Silver,445,1,110,2023-05-07,Week-10,Q4,2023,2338.76,348.43,35905.19,32,0.1,Online,Grocery,2970.23,0,TXN1010337,2023-05-22 20:44:00,7394,Grocery,Hyderabad,India,ONLINE,SUCCESS,0.43,0,2026-02-01,CARD_SYS,1825
734223314,Blue,200,0,102,2023-08-20,Week-6,Q1,2023,11753.69,3317.6,12449.65,129,0.596,Chip,Fuel,4710.27,0,TXN1034920,2023-06-21 05:34:00,9057,Fuel,Delhi,India,POS,SUCCESS,0.7,0,2026-02-01,CARD_SYS,1377
732482872,Gold,995,0,69,2023-04-23,Week-50,Q4,2023,14114.88,19.84,38866.0,178,0.484,Swipe,Fuel,6567.02,0,TXN1004082,2023-08-19 11:21:00,6224,Fuel,Mumbai,India,POS,SUCCESS,0.42,0,2026-02-01,CARD_SYS,1756
782248081,Blue,200,1,146,2023-03-26,Week-9,Q4,2023,3507.35,1115.97,7470.51,199,0.851,Swipe,Travel,427.16,0,TXN1033645,2023-12-24 00:18:00,8760,Travel,Hyderabad,India,POS,FAILED,0.3,0,2026-02-01,CARD_SYS,1582
723789462,Blue,0,1,89,2023-12-24,Week-24,Q4,2023,2206.37,1154.31,26705.05,272,0.894,Chip,Grocery,5237.1,0,TXN1025877,2023-03-31 19:13:00,6644,Grocery,Delhi,India,ATM,SUCCESS,0.2,0,2026-02-01,CARD_SYS,1655
751136244,Platinum,445,1,61,2023-05-14,Week-5,Q3,2023,14681.26,2857.73,20509.47,237,0.232,Swipe,Grocery,1730.0,0,TXN1047489,2023-05-14 11:27:00,9535,Grocery,Hyderabad,India,POS,SUCCESS,0.35,0,2026-02-01,CARD_SYS,1609
758075712,Gold,445,0,54,2023-02-26,Week-20,Q4,2023,3159.7,2934.64,41501.39,246,0.64,Chip,Electronics,1962.23,0,TXN1001572,2023-01-07 11:15:00,7288,Electronics,Hyderabad,India,ONLINE,SUCCESS,0.88,0,2026-02-01,CARD_SYS,1750
736292997,Blue,200,1,64,2023-08-27,Week-34,Q3,2023,3340.38,66.06,11619.08,57,0.609,Chip,Entertainment,2757.79,0,TXN1040423,2023-06-25 04:15:00,8999,Entertainment,Bangalore,India,ONLINE,SUCCESS,0.9,0,2026-02-01,CARD_SYS,1813
747602635,Silver,445,1,141,2023-09-17,Week-9,Q3,2023,9115.97,4914.36,7486.97,265,0.923,Chip,Grocery,4907.29,0,TXN1002054,2023-09-24 18:57:00,6250,Grocery,Delhi,India,POS,SUCCESS,0.41,0,2026-02-01,CARD_SYS,1665
762219314,Gold,0,1,119,2023-10-08,Week-27,Q1,2023,10903.98,1468.39,3233.54,216,0.061,Swipe,Grocery,7763.81,0,TXN1007845,2023-08-26 04:12:00,5629,Grocery,Mumbai,India,POS,SUCCESS,0.69,0,2026-02-01,CARD_SYS,1234
792492856,Gold,200,1,101,2023-09-10,Week-48,Q4,2023,14239.64,96.39,39179.95,97,0.545,Online,Entertainment,5582.92,0,TXN1008037,2023-05-17 16:22:00,9310,Entertainment,Hyderabad,India,ONLINE,SUCCESS,0.54,0,2026-02-01,CARD_SYS,1747
761306900,Gold,0,0,68,2023-03-26,Week-45,Q3,2023,11098.78,1144.57,24014.86,169,0.788,Chip,Travel,7176.73,0,TXN1000040,2023-11-25 07:35:00,8806,Travel,Chennai,India,POS,SUCCESS,0.86,0,2026-02-01,CARD_SYS,1298
796693708,Blue,445,1,52,2023-02-26,Week-2,Q4,2023,5395.93,435.03,43434.29,128,0.843,Online,Fuel,7876.82,0,TXN1038843,2023-11-29 07:12:00,9513,Fuel,Chennai,India,POS,FAILED,0.89,0,2026-02-01,CARD_SYS,1118
797813874,Blue,0,1,70,2023-06-25,Week-15,Q3,2023,9472.26,127.16,12408.36,95,0.464,Online,Travel,5006.35,1,TXN1025910,2023-03-29 02:47:00,9845,Travel,Mumbai,India,POS,SUCCESS,0.12,0,2026-02-01,CARD_SYS,1590
795508013,Gold,200,1,140,2023-11-19,Week-15,Q1,2023,2322.9,2143.51,30954.45,158,0.936,Swipe,Electronics,7367.18,0,TXN1031248,2023-11-05 14:21:00,6362,Electronics,Mumbai,India,ONLINE,SUCCESS,0.16,0,2026-02-01,CARD_SYS,1369
712832038,Silver,0,1,81,2023-03-26,Week-24,Q4,2023,12779.83,3255.17,2108.57,239,0.226,Chip,Entertainment,335.86,0,TXN1028567,2023-12-08 21:23:00,8445,Entertainment,Bangalore,India,POS,SUCCESS,0.37,0,2026-02-01,CARD_SYS,1227
788516779,Blue,995,1,59,2023-10-15,Week-40,Q2,2023,12278.01,4570.23,26225.44,128,0.178,Swipe,Entertainment,2937.32,0,TXN1039819,2023-11-01 18:16:00,7712,Entertainment,Hyderabad,India,ONLINE,SUCCESS,0.31,0,2026-02-01,CARD_SYS,1575
717519131,Blue,0,1,111,2023-05-28,Week-2,Q3,2023,4548.83,1698.77,31330.03,234,0.36,Online,Fuel,1546.47,0,TXN1046481,2023-12-22 10:00:00,5349,Fuel,Chennai,India,ONLINE,SUCCESS,0.76,0,2026-02-01,CARD_SYS,1142
740951660,Blue,0,1,102,2023-06-25,Week-19,Q2,2023,13459.92,2825.6,42963.21,232,0.865,Swipe,Travel,3852.48,0,TXN1009020,2023-08-04 19:33:00,5192,Travel,Chennai,India,POS,SUCCESS,0.51,0,2026-02-01,CARD_SYS,1634
762747936,Platinum,0,0,111,2023-06-25,Week-10,Q2,2023,7780.81,2079.66,44876.2,86,0.161,Swipe,Travel,7489.0,0,TXN1045465,2023-09-06 07:11:00,8487,Travel,Bangalore,India,POS,SUCCESS,0.11,0,2026-02-01,CARD_SYS,1785
759710426,Blue,995,1,54,2023-08-27,Week-34,Q3,2023,12786.44,598.89,33001.14,219,0.969,Chip,Entertainment,4372.84,0,TXN1011933,2023-12-30 12:41:00,8694,Entertainment,Chennai,India,POS,SUCCESS,0.6,0,2026-02-01,CARD_SYS,1193
768365783,Silver,995,0,98,2023-10-01,Week-32,Q3,2023,11796.18,3130.73,32657.37,6,0.44,Chip,Grocery,3522.78,0,TXN1027267,2023-10-28 21:40:00,6972,Grocery,Delhi,India,POS,SUCCESS,0.14,0,2026-02-01,CARD_SYS,1910
722975169,Blue,445,0,78,2023-07-02,Week-51,Q1,2023,6315.42,4695.51,26560.63,6,0.134,Online,Entertainment,3330.3,0,TXN1014803,2023-12-07 05:30:00,8093,Entertainment,Chennai,India,POS,SUCCESS,0.19,0,2026-02-01,CARD_SYS,1205
736876170,Blue,445,1,119,2023-08-13,Week-41,Q4,2023,4826.02,3448.05,2617.22,89,0.976,Chip,Food,1192.43,0,TXN1043841,2023-04-28 19:50:00,8453,Food,Hyderabad,India,POS,SUCCESS,0.03,0,2026-02-01,CARD_SYS,1808
762900522,Blue,995,1,139,2023-01-29,Week-50,Q4,2023,5632.61,556.77,48727.19,239,0.41,Online,Grocery,208.53,0,TXN1004636,2023-11-05 00:54:00,8781,Grocery,Chennai,India,ATM,SUCCESS,0.0,0,2026-02-01,CARD_SYS,1947
740834427,Blue,0,1,85,2023-03-05,Week-20,Q3,2023,12863.9,3221.2,27436.0,150,0.348,Online,Food,209.5,0,TXN1010824,2023-04-10 22:21:00,6927,Food,Mumbai,India,POS,SUCCESS,0.21,0,2026-02-01,CARD_SYS,1786
710660506,Silver,200,1,147,2023-03-12,Week-24,Q2,2023,7800.81,464.2,22497.82,62,0.853,Chip,Grocery,6122.74,0,TXN1031470,2023-05-17 19:51:00,6054,Grocery,Bangalore,India,ATM,SUCCESS,0.83,0,2026-02-01,CARD_SYS,1846
764119240,Blue,445,1,89,2023-06-11,Week-26,Q1,2023,8643.73,4863.87,18204.13,9,0.788,Chip,Fuel,5931.08,0,TXN1002521,2023-01-25 00:05:00,6098,Fuel,Delhi,India,ONLINE,REVERSED,0.51,0,2026-02-01,CARD_SYS,1591
724130071,Blue,200,1,68,2023-02-12,Week-20,Q1,2023,4255.54,341.04,1445.46,209,0.999,Online,Travel,2475.28,0,TXN1013804,2023-01-18 16:27:00,9436,Travel,Delhi,India,POS,SUCCESS,0.88,0,2026-02-01,CARD_SYS,1266
746270592,Blue,0,1,123,2023-07-09,Week-3,Q3,2023,2492.02,4409.2,8952.87,92,0.481,Swipe,Fuel,4581.6,0,TXN1006053,2023-04-01 01:34:00,8120,Fuel,Mumbai,India,POS,SUCCESS,0.3,0,2026-02-01,CARD_SYS,1775
765166761,Blue,200,0,65,2023-04-09,Week-9,Q1,2023,10795.73,4373.62,32849.45,37,0.192,Online,Entertainment,7486.27,0,TXN1010268,2023-09-23 10:31:00,5715,Entertainment,Hyderabad,India,POS,SUCCESS,0.12,0,2026-02-01,CARD_SYS,1977
712363183,Gold,445,1,57,2023-04-30,Week-20,Q3,2023,10299.31,1761.41,14100.66,86,0.779,Swipe,Grocery,7852.66,0,TXN1047956,2023-05-26 22:16:00,9043,Grocery,Chennai,India,POS,SUCCESS,0.18,0,2026-02-01,CARD_SYS,1352
717313104,Silver,0,0,54,2023-04-23,Week-27,Q2,2023,8434.15,3907.11,25148.43,185,0.534,Chip,Fuel,4322.84,0,TXN1010876,2023-05-10 14:14:00,5954,Fuel,Chennai,India,ATM,SUCCESS,0.73,0,2026-02-01,CARD_SYS,1845
795647883,Blue,0,1,102,2023-10-01,Week-45,Q2,2023,3641.59,2361.16,13431.53,31,0.675,Online,Electronics,1038.97,0,TXN1008113,2023-03-19 14:48:00,9080,Electronics,Bangalore,India,POS,SUCCESS,0.94,0,2026-02-01,CARD_SYS,1017
780813044,Blue,995,1,53,2023-11-05,Week-13,Q1,2023,6535.69,4244.14,32596.32,266,0.437,Chip,Electronics,5014.72,0,TXN1003315,2023-12-29 02:40:00,7280,Electronics,Chennai,India,POS,SUCCESS,0.18,0,2026-02-01,CARD_SYS,1530
766357558,Blue,995,1,50,2023-08-20,Week-10,Q3,2023,10989.64,692.82,40293.16,297,0.414,Swipe,Food,7426.14,0,TXN1031628,2023-08-03 04:00:00,6682,Food,Hyderabad,India,ONLINE,SUCCESS,0.27,0,2026-02-01,CARD_SYS,1632
716929173,Silver,0,1,100,2023-05-07,Week-34,Q1,2023,9483.56,2321.13,16813.27,267,0.601,Chip,Entertainment,3375.56,0,TXN1034265,2023-01-31 14:56:00,9502,Entertainment,Delhi,India,POS,SUCCESS,0.18,0,2026-02-01,CARD_SYS,1495
721338387,Silver,995,1,101,2023-01-15,Week-31,Q3,2023,2028.45,3866.23,41590.25,141,0.648,Online,Entertainment,4803.23,1,TXN1032825,2023-11-15 12:30:00,7427,Entertainment,Hyderabad,India,ONLINE,SUCCESS,0.22,0,2026-02-01,CARD_SYS,1993
741108023,Blue,995,1,104,2023-10-08,Week-42,Q1,2023,9168.47,3946.62,28900.11,239,0.849,Online,Entertainment,2179.59,0,TXN1037057,2023-11-30 14:46:00,6688,Entertainment,Delhi,India,ONLINE,SUCCESS,0.38,0,2026-02-01,CARD_SYS,1564
711145552,Gold,995,0,79,2023-11-26,Week-17,Q3,2023,14854.5,1816.27,323.45,2,0.368,Chip,Fuel,7076.89,0,TXN1000919,2023-10-17 01:56:00,8956,Fuel,Bangalore,India,ONLINE,SUCCESS,0.34,0,2026-02-01,CARD_SYS,1041
754380502,Blue,445,1,79,2023-08-06,Week-31,Q3,2023,11652.39,4688.65,9555.16,251,0.809,Chip,Grocery,7631.38,0,TXN1037432,2023-09-14 03:28:00,7538,Grocery,Mumbai,India,POS,SUCCESS,0.49,0,2026-02-01,CARD_SYS,1834
756229779,Gold,445,1,145,2023-11-26,Week-3,Q4,2023,4576.27,731.35,9538.02,259,0.575,Online,Grocery,365.14,0,TXN1013671,2023-12-12 00:31:00,5624,Grocery,Mumbai,India,POS,SUCCESS,0.14,0,2026-02-01,CARD_SYS,1061
772123005,Gold,445,0,52,2023-11-12,Week-37,Q3,2023,4840.54,1144.39,35081.7,39,0.97,Chip,Travel,2639.12,0,TXN1035085,2023-03-14 15:44:00,8163,Travel,Mumbai,India,POS,REVERSED,0.09,0,2026-02-01,CARD_SYS,1192
770078057,Gold,995,1,60,2023-06-04,Week-28,Q4,2023,5862.89,1248.0,47774.14,273,0.954,Swipe,Entertainment,6187.39,0,TXN1043387,2023-08-05 02:45:00,6987,Entertainment,Hyderabad,India,POS,SUCCESS,0.28,0,2026-02-01,CARD_SYS,1084
760772401,Silver,200,1,133,2023-06-25,Week-20,Q1,2023,12918.58,868.37,17464.78,25,0.907,Chip,Food,7635.38,0,TXN1041972,2023-03-14 02:06:00,7811,Food,Hyderabad,India,ONLINE,SUCCESS,0.44,0,2026-02-01,CARD_SYS,1495
773429865,Blue,200,1,147,2023-12-17,Week-35,Q2,2023,11762.32,1750.13,5159.12,210,0.863,Online,Food,367.13,0,TXN1008663,2023-04-03 22:00:00,8642,Food,Mumbai,India,POS,SUCCESS,0.58,0,2026-02-01,CARD_SYS,1081
762415546,Silver,995,0,78,2023-04-16,Week-7,Q3,2023,11294.3,972.18,13735.84,22,0.31,Swipe,Grocery,33.09,0,TXN1027189,2023-08-24 09:33:00,9464,Grocery,Hyderabad,India,POS,SUCCESS,0.75,0,2026-02-01,CARD_SYS,1770
725697420,Gold,445,1,142,2023-05-21,Week-11,Q2,2023,14873.26,4699.77,29587.21,95,0.38,Online,Entertainment,7654.65,0,TXN1047329,2023-03-08 14:46:00,6821,Entertainment,Chennai,India,POS,SUCCESS,0.56,0,2026-02-01,CARD_SYS,1201
753379885,Gold,995,0,128,2023-11-19,Week-21,Q1,2023,3687.27,4278.07,38337.62,81,0.054,Online,Fuel,5296.39,0,TXN1033252,2023-04-30 13:29:00,5846,Fuel,Mumbai,India,ONLINE,REVERSED,0.14,0,2026-02-01,CARD_SYS,1439
739475110,Silver,445,1,91,2023-09-17,Week-50,Q2,2023,7488.51,4477.47,4587.34,198,0.144,Online,Travel,6801.35,0,TXN1032418,2023-06-24 10:29:00,9845,Travel,Hyderabad,India,ONLINE,SUCCESS,0.08,0,2026-02-01,CARD_SYS,1688
781732849,Gold,0,1,149,2023-09-03,Week-19,Q3,2023,10259.13,217.11,41560.74,135,0.817,Swipe,Fuel,4314.42,0,TXN1036118,2023-05-19 09:18:00,6015,Fuel,Hyderabad,India,ONLINE,SUCCESS,0.11,0,2026-02-01,CARD_SYS,1392
727654917,Blue,200,1,57,2023-07-16,Week-29,Q1,2023,13310.84,2386.7,33526.11,27,0.725,Swipe,Food,7424.13,0,TXN1024531,2023-12-01 09:54:00,7760,Food,Chennai,India,ONLINE,SUCCESS,0.56,0,2026-02-01,CARD_SYS,1084
784771544,Blue,445,1,79,2023-06-04,Week-38,Q2,2023,9446.17,3557.56,49933.71,73,0.704,Chip,Fuel,7331.11,0,TXN1029104,2023-01-03 12:44:00,5766,Fuel,Delhi,India,POS,SUCCESS,0.15,0,2026-02-01,CARD_SYS,1876
746818279,Gold,995,1,55,2023-05-21,Week-20,Q3,2023,10445.42,2387.59,4818.12,189,0.584,Chip,Electronics,2179.77,0,TXN1020376,2023-02-18 05:03:00,6318,Electronics,Bangalore,India,ONLINE,SUCCESS,0.43,0,2026-02-01,CARD_SYS,1418
723032465,Blue,0,1,131,2023-08-13,Week-34,Q1,2023,8042.86,31.51,14267.62,201,0.832,Online,Entertainment,1391.49,0,TXN1044978,2023-05-05 05:56:00,6757,Entertainment,Bangalore,India,ONLINE,SUCCESS,0.16,0,2026-02-01,CARD_SYS,1618
777847209,Gold,995,1,119,2023-11-26,Week-21,Q1,2023,6352.32,3819.44,16527.13,291,0.059,Online,Fuel,6193.31,0,TXN1036431,2023-01-02 15:34:00,5338,Fuel,Mumbai,India,ONLINE,SUCCESS,0.29,0,2026-02-01,CARD_SYS,1808
777108817,Blue,200,1,104,2023-03-26,Week-25,Q2,2023,11394.89,2600.66,47360.07,188,0.143,Swipe,Food,3855.56,0,TXN1037975,2023-10-15 03:12:00,9421,Food,Bangalore,India,POS,SUCCESS,0.58,0,2026-02-01,CARD_SYS,1379
780879361,Blue,200,1,74,2023-01-22,Week-40,Q1,2023,9677.79,4984.26,47383.22,168,0.321,Swipe,Electronics,4347.9,0,TXN1043236,2023-10-23 07:16:00,5359,Electronics,Mumbai,India,POS,SUCCESS,0.7,0,2026-02-01,CARD_SYS,1325
764369016,Blue,200,1,138,2023-10-01,Week-24,Q2,2023,9067.56,378.39,5171.97,77,0.598,Chip,Grocery,3832.43,0,TXN1034103,2023-03-19 23:41:00,7521,Grocery,Bangalore,India,POS,SUCCESS,0.06,0,2026-02-01,CARD_SYS,1185
777285367,Gold,200,1,130,2023-07-02,Week-29,Q2,2023,2043.9,2155.35,43908.63,162,0.725,Online,Electronics,2150.73,0,TXN1023000,2023-04-01 18:31:00,6475,Electronics,Chennai,India,POS,SUCCESS,0.71,0,2026-02-01,CARD_SYS,1622
775132420,Blue,995,1,96,2023-04-16,Week-1,Q3,2023,2607.6,1914.27,35439.93,34,0.007,Swipe,Electronics,2478.73,0,TXN1011632,2023-02-26 06:14:00,9972,Electronics,Delhi,India,POS,SUCCESS,0.74,0,2026-02-01,CARD_SYS,1595
788427712,Blue,995,1,97,2023-08-06,Week-9,Q3,2023,2005.13,4740.81,49346.46,274,0.195,Online,Electronics,456.78,0,TXN1030017,2023-01-06 04:50:00,5276,Electronics,Delhi,India,ONLINE,SUCCESS,0.91,0,2026-02-01,CARD_SYS,1433
703170064,Blue,200,0,137,2023-06-18,Week-12,Q1,2023,4968.56,1635.43,22942.94,211,0.807,Swipe,Fuel,326.72,0,TXN1022691,2023-10-28 08:54:00,7071,Fuel,Mumbai,India,ONLINE,SUCCESS,0.99,0,2026-02-01,CARD_SYS,1086
789010743,Blue,995,0,104,2023-04-09,Week-37,Q2,2023,13432.82,1198.82,11748.12,297,0.766,Swipe,Fuel,3130.21,0,TXN1042265,2023-09-22 14:50:00,8158,Fuel,Chennai,India,ONLINE,SUCCESS,0.95,0,2026-02-01,CARD_SYS,1205
721253980,Silver,995,1,62,2023-07-30,Week-15,Q1,2023,6109.72,1998.95,24244.38,118,0.869,Online,Travel,1487.68,1,TXN1041624,2023-11-06 06:18:00,9608,Travel,Hyderabad,India,POS,SUCCESS,0.68,0,2026-02-01,CARD_SYS,1992
711671439,Blue,445,1,107,2023-06-11,Week-27,Q3,2023,5118.74,4736.12,38909.04,281,0.981,Swipe,Travel,6665.25,0,TXN1003486,2023-11-03 13:28:00,7613,Travel,Mumbai,India,ONLINE,SUCCESS,0.11,0,2026-02-01,CARD_SYS,1722
705720626,Blue,445,0,117,2023-11-12,Week-17,Q1,2023,5697.69,1034.89,1594.0,140,0.723,Swipe,Fuel,2571.81,0,TXN1002903,2023-03-27 14:50:00,7881,Fuel,Mumbai,India,POS,SUCCESS,0.53,0,2026-02-01,CARD_SYS,1690
